nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0623854	Mehdi Nebbou	1971	\N	actor,assistant_director,editor	tt0758774,tt0408306,tt2181931,tt1656192
nm0624201	Blake Neely	1969	\N	composer,music_department,actor	tt6048922,tt7414406,tt7335184,tt3107288
nm0624240	Audrie Neenan	1950	\N	actress,soundtrack	tt0086383,tt0995039,tt0081534,tt0407887
nm0624510	Taylor Negron	1957	2015	actor,writer,producer	tt3735332,tt0102266,tt0102558,tt0115683
nm0625075	Kate Nelligan	1950	\N	actress,archive_footage	tt0101912,tt0120873,tt0124315,tt0102713
nm0625099	Nelly	1974	\N	music_artist,actor,composer	tt0398165,tt0139654,tt0172156,tt0313911
nm0625167	Barry Nelson	1917	2007	actor,soundtrack,archive_footage	tt0081505,tt0065377,tt0035959,tt0049212
nm0625458	Jessie Nelson	\N	\N	producer,writer,director	tt0277027,tt8521376,tt0108174,tt0490084
nm0625529	Kirsten Nelson	1970	\N	actress,director,casting_department	tt0491738,tt0407304,tt0106977,tt1132290
nm0625561	Loren Nelson	\N	\N	actor	tt0126886
nm0625588	Mark Nelson	\N	\N	actor,archive_footage	tt0080761,tt0116313,tt0083470,tt0115376
nm0625724	Ruth Nelson	1905	1992	actress,archive_footage	tt0099077,tt0075612,tt0038622,tt0038922
nm0625729	Sandy Nelson	1970	\N	actor,composer	tt0112573,tt0281491,tt0407711,tt0388578
nm0625789	Tim Blake Nelson	1964	\N	actor,director,writer	tt6412452,tt0190590,tt1151359,tt0800080
nm0625947	Max Nemetz	1884	1971	actor,archive_footage	tt0013442,tt1653862,tt0013373,tt0012195
nm0626202	Francesca Neri	1964	\N	actress,producer,writer	tt0212985,tt0233469,tt0118819,tt0099484
nm0626259	Franco Nero	1941	\N	actor,producer,writer	tt4425200,tt1853728,tt0099423,tt0060315
nm0626362	James Nesbitt	1965	\N	actor,miscellaneous,producer	tt0903624,tt0166396,tt0280491,tt0416320
nm0626460	Joe Nesnow	1931	\N	actor	tt0088011,tt0083470,tt0096606,tt0112894
nm0627029	Deborah Neumann	\N	\N	actress	tt0086979,tt0334542,tt10960494
nm0627453	John Neville	1925	2011	actor,miscellaneous,archive_footage	tt0096764,tt0120902,tt0119116,tt0278731
nm0627673	Ira Newborn	1949	\N	composer,music_department,actor	tt0102510,tt0109040,tt0080455,tt0083511
nm0627878	Bob Newhart	1929	\N	actor,writer,soundtrack	tt0319343,tt0076618,tt0119360,tt0083455
nm0627961	Jamison Newlander	1970	\N	actor,producer,director	tt0093437,tt0094761,tt1400526,tt2494362
nm0628056	David Newman	1954	\N	music_department,composer,actor	tt3581652,tt0117218,tt0094142,tt0251127
nm0628120	Jaime Ray Newman	1978	\N	actress,producer,director	tt0264464,tt0398375,tt0866439,tt5675620
nm0628170	Laraine Newman	1952	\N	actress,music_department,miscellaneous	tt0106598,tt0102719,tt0116705,tt0120669
nm0628599	Teddy Newton	1964	\N	art_department,actor,animation_department	tt0317705,tt0435761,tt0382932,tt0910970
nm0628601	Thandiwe Newton	1972	\N	actress,producer,soundtrack	tt0375679,tt0475784,tt0120755,tt0454921
nm0628611	Wayne Newton	1942	\N	actor,producer,soundtrack	tt0120434,tt0097742,tt0098987,tt0325805
nm0628704	Jinpachi Nezu	1947	2016	actor,archive_footage	tt0089881,tt0080979,tt0133192,tt0208502
nm0628804	Ronald Ng	1971	\N	composer,music_department,soundtrack	tt0338564,tt0114412,tt0440842,tt0366371
nm0628951	Abdoulaye NGom	\N	\N	actor,miscellaneous,archive_footage	tt1086772,tt0456554,tt1232200,tt0119190
nm0629264	Michelle Nicastro	1960	2010	actress,soundtrack	tt0111333,tt0098635,tt0090459,tt0149215
nm0629272	Andrew Niccol	1964	\N	writer,director,producer	tt0119177,tt0120382,tt1637688,tt1517260
nm0629334	McG	1968	\N	producer,miscellaneous,director	tt0305357,tt0438488,tt11024272,tt0160127
nm0629374	Eileen Nicholas	1946	\N	actress	tt0117951,tt2763304,tt1207926,tt11241500
nm0629517	Melanie Nicholls-King	\N	\N	actress,producer,stunts	tt5421602,tt4270492,tt8089592,tt0306414
nm0629538	Austin Nichols	1980	\N	actor,director,producer	tt0319262,tt0385726,tt1520211,tt0814164
nm0629667	Nichelle Nichols	1932	2022	actress,producer,miscellaneous	tt0060028,tt0102975,tt0098382,tt0092007
nm0629697	Rachel Nichols	1980	\N	actress,producer	tt1046173,tt0796366,tt0384806,tt1954347
nm0629737	Taylor Nichols	1959	\N	actor,producer,director	tt0100142,tt0109219,tt0181984,tt8324422
nm0629855	Julianne Nicholson	1971	\N	actress,producer,director	tt1322269,tt1655389,tt5580036,tt17076046
nm0630019	Denise Nickerson	1957	2019	actress,archive_footage	tt0067992,tt0059978,tt27940527,tt0043229
nm0630100	Julia Nickson	1958	\N	actress,miscellaneous,archive_footage	tt0101578,tt0094521,tt0194109,tt0105946
nm0630379	Danielle Nicolet	\N	\N	actress,writer,producer	tt1489889,tt4419554,tt3107288,tt2070571
nm0630496	Steve Nicolson	1966	\N	actor,archive_footage	tt0267626,tt3014866,tt0461887,tt0274166
nm0631373	Benny Nieves	\N	\N	actor,producer,stunts	tt1188996,tt2967224,tt0118971,tt0385307
nm0631378	Espher Lao Nieves	\N	\N	actress	tt0138704
nm0631381	Joe Nieves	1973	\N	actor	tt0460649,tt4488724,tt1196946,tt2402739
nm0631413	Anjul Nigam	1965	\N	actor,producer,writer	tt10062292,tt1105355,tt2356777,tt0413573
nm0631490	Bill Nighy	1949	\N	actor,producer,soundtrack	tt0314331,tt0383574,tt1797469,tt2194499
nm0632250	Kjell Nilsson	1949	\N	actor,archive_footage	tt0082694,tt0084504,tt12417222,tt0088169
nm0632497	Kazunari Ninomiya	1983	\N	actor,soundtrack	tt0498380,tt3853452,tt1525836,tt1525835
nm0632629	Bobby Nish	\N	\N	actor	tt2935510,tt1196946,tt1657081,tt0108757
nm0632716	Mizuho Nishikubo	1953	\N	director,art_department,writer	tt0113568,tt0266697,tt0347246,tt3178174
nm0633223	Cynthia Nixon	1966	\N	actress,producer,director	tt1261945,tt0159206,tt4288636,tt1000774
nm0633228	DeVaughn Nixon	1983	\N	actor,producer,miscellaneous	tt0103855,tt0103064,tt0112819,tt6439752
nm0633470	Keith Nobbs	1979	\N	actor,producer,miscellaneous	tt3597854,tt0374463,tt0805661
nm0633604	John Noble	1948	\N	actor,producer,soundtrack	tt0167260,tt0167261,tt0404390,tt1119644
nm0633732	Mieko Nobusawa	1947	\N	actress	tt1474276,tt0097814,tt0081954,tt0068792
nm0633758	François Nocher	1944	\N	actor,producer	tt0053198,tt0088182,tt0327142,tt0316604
nm0634120	Jean Pierre Noher	1956	\N	actor,music_department,soundtrack	tt0318462,tt0194852,tt1440741,tt1139664
nm0634159	Philippe Noiret	1930	2006	actor,miscellaneous,writer	tt0095765,tt0110877,tt0082206,tt0065112
nm0634176	Minae Noji	\N	\N	actress,music_department,producer	tt1291150,tt0377471,tt3799312,tt1212974
nm0634218	Barry Nolan	1947	\N	actor,producer,director	tt4094724,tt0116629,tt0115685,tt9758290
nm0634240	Christopher Nolan	1970	\N	writer,producer,director	tt6723592,tt0816692,tt1375666,tt0482571
nm0634282	Jeanette Nolan	1911	1998	actress,soundtrack,archive_footage	tt0082406,tt0045555,tt0056217,tt0076618
nm0634297	John Nolan	1938	\N	actor,archive_footage	tt0372784,tt5013056,tt0154506,tt1839578
nm0634342	Paul L. Nolan	1954	\N	actor,miscellaneous	tt0240772,tt0286106,tt0461021,tt0204137
nm0634409	Michelle Nolden	\N	\N	actress,writer,director	tt0452694,tt1094229,tt1954804,tt8462412
nm0634509	Brawley Nolte	1986	\N	actor,miscellaneous	tt0117438,tt0118564,tt0395169,tt0117093
nm0634578	Reizô Nomoto	1930	\N	actor	tt0107692,tt0121220,tt0104652,tt0139774
nm0634932	Ika Nord	1960	\N	actress,writer,art_department	tt1139797,tt0425694,tt0425693,tt0106157
nm0635059	Erik Nordgren	1913	1992	composer,music_department,sound_department	tt0050986,tt0050976,tt0053976,tt0048641
nm0635139	Jeffrey Nordling	\N	\N	actor,archive_footage	tt3920596,tt0285331,tt0481522,tt4938700
nm0635262	Ola Rapace	1971	\N	actor,producer,archive_footage	tt1074638,tt10417726,tt2239822,tt0185112
nm0635297	Carsten Norgaard	1963	\N	actor,producer,archive_footage	tt1740299,tt11743610,tt0370263,tt0109520
nm0635419	Henrik Norlén	1970	\N	actor,miscellaneous	tt8772262,tt1295905,tt7582346,tt2279786
nm0635578	Monty Norman	1928	2022	music_department,composer,soundtrack	tt0055928,tt0113189,tt0059800,tt0079574
nm0635649	Zack Norman	1940	2024	actor,producer,miscellaneous	tt0088011,tt0099204,tt0094859,tt0273607
nm0635759	Stephen Norrington	1964	\N	special_effects,make_up_department,visual_effects	tt0311429,tt0089908,tt0275468,tt0109575
nm0635769	Bruce Norris	1960	\N	actor,writer,archive_footage	tt0167404,tt0120633,tt1175709,tt0301894
nm0635909	Terry Norris	1930	2023	actor,soundtrack,archive_footage	tt0082201,tt1571234,tt0980970,tt1683523
nm0635962	Tomas Norström	1956	2021	actor,writer,director	tt4731136,tt2754082,tt0081117,tt1846197
nm0635978	Alan North	1920	2000	actor,archive_footage	tt0098282,tt0091203,tt0097722,tt0097441
nm0636046	Nolan North	1970	\N	actor,miscellaneous,soundtrack	tt5766946,tt4642170,tt1578873,tt1408101
nm0636218	Graham Norton	1963	\N	actor,writer,producer	tt8580274,tt0181255,tt2948372,tt0924651
nm0636235	Jim Norton	1938	\N	actor,miscellaneous,soundtrack	tt0067800,tt0914798,tt0104850,tt1067583
nm0636426	Noomi Rapace	1979	\N	actress,producer,archive_footage	tt1132620,tt1446714,tt1216487,tt1515091
nm0636537	Pietro Notarianni	1926	2006	production_manager,producer,assistant_director	tt0057091,tt0213847,tt0110917,tt0220011
nm0636562	Chris Noth	1954	\N	actor,producer,writer	tt1000774,tt0159206,tt0098844,tt1261945
nm0636608	Julian Nott	1960	\N	composer,music_department,producer	tt13412026,tt0312004,tt12820900,tt0236859
nm0636694	Michael Nouri	1945	\N	actor,soundtrack,archive_footage	tt14852808,tt4236770,tt7939218,tt0085549
nm0636942	Bojana Novakovic	1981	\N	actress,director,writer	tt1226273,tt1314655,tt1127180,tt1129029
nm0636946	Kresh Novakovic	1974	\N	actor,producer,writer	tt15435876,tt1595859,tt2404311,tt2101341
nm0637038	Don Novello	1943	\N	actor,writer,producer	tt0230011,tt0099674,tt0112642,tt0072562
nm0637163	Julietta Novis	1909	1994	actress,soundtrack	tt0032455,tt0032823
nm0637259	Tuva Novotny	1979	\N	actress,director,writer	tt2798920,tt0879870,tt8125842,tt0298491
nm0637518	Phillip Noyce	1950	\N	producer,director,writer	tt0252444,tt0258068,tt0435651,tt0108162
nm0637615	Gaspar Noé	1963	\N	director,producer,writer	tt1191111,tt8359848,tt0290673,tt0157016
nm0638056	Bill Nunn	1953	2016	actor,producer,soundtrack	tt0413300,tt0102768,tt0114660,tt0145487
nm0638276	Mike Nussbaum	1923	2023	actor	tt0119654,tt0093010,tt0093223,tt0097351
nm0638354	David Nutter	1960	\N	director,producer,editor	tt0944947,tt0374463,tt0112173,tt3107288
nm0638762	Andy Nyman	1966	\N	actor,writer,director	tt7549996,tt5516328,tt0795368,tt1590193
nm0638778	Molly Nyman	\N	\N	composer,music_department,actress	tt0424136,tt0829459,tt1104126,tt1623008
nm0638824	Michael Nyqvist	1960	2017	actor,producer,archive_footage	tt1229238,tt2911666,tt1132620,tt0203166
nm0639200	Miguel A. Núñez Jr.	1959	\N	actor,producer,writer	tt7146326,tt0267913,tt2281375,tt0089907
nm0639385	Hugh O'Brian	1925	2016	actor,miscellaneous,soundtrack	tt0075213,tt0096320,tt0061075,tt0077594
nm0639432	Austin O'Brien	1981	\N	actor,producer,archive_footage	tt0107362,tt0110613,tt0115325,tt0104692
nm0639782	Richard O'Brien	1942	\N	actor,writer,music_department	tt0073629,tt0118929,tt0120631,tt0083067
nm0639917	Sean O'Bryan	1963	\N	actor,producer,soundtrack	tt2302755,tt0350028,tt0247638,tt0443274
nm0639928	Brían F. O'Byrne	1967	\N	actor,archive_footage	tt0405159,tt0292963,tt0470705,tt0963178
nm0640039	Charlie O'Connell	1975	\N	actor,archive_footage	tt0242423,tt0139134,tt0284718,tt0241760
nm0640055	Deirdre O'Connell	1953	\N	actress	tt0338013,tt0327137,tt0259288,tt1033643
nm0640266	Caroline O'Connor	1962	\N	actress,soundtrack	tt0203009,tt1512807,tt0352277,tt0292836
nm0640299	Derrick O'Connor	1941	2018	actor,director,writer	tt0118956,tt0287978,tt0097733,tt0088846
nm0640307	Donald O'Connor	1925	2003	actor,director,producer	tt0045152,tt0045899,tt0045592,tt0040111
nm0640323	Frances O'Connor	\N	\N	actress,director,writer	tt12374656,tt0212720,tt3065204,tt0178737
nm0640334	Gavin O'Connor	1963	\N	producer,director,writer	tt2140479,tt0482572,tt1291584,tt0161023
nm0640413	Kevin J. O'Connor	1963	\N	actor,soundtrack,archive_footage	tt0118956,tt0120616,tt0338526,tt0091738
nm0640539	Tim O'Connor	1927	2018	actor,writer	tt0102510,tt0078579,tt0056777,tt0077278
nm0640547	Una O'Connor	1880	1959	actress,soundtrack,archive_footage	tt0026138,tt0051201,tt0024184,tt0029843
nm0640621	Judith O'Dea	1945	\N	actress,archive_footage	tt0063350,tt3387174,tt0870176,tt3283802
nm0640732	Cathy O'Donnell	1923	1970	actress,soundtrack,archive_footage	tt0036868,tt0052618,tt0040872,tt0039230
nm0640838	Steven O'Donnell	1963	\N	actor,archive_footage	tt0138097,tt0816462,tt0120185,tt0183790
nm0640874	Michael O'Donoghue	1940	1994	writer,actor,miscellaneous	tt0079583,tt0072562,tt0079522,tt0096061
nm0641063	Dean O'Gorman	1976	\N	actor,director,writer	tt1170358,tt0903624,tt3203606,tt2310332
nm0641168	Brian O'Halloran	1969	\N	actor,producer,miscellaneous	tt0109445,tt0113749,tt0424345,tt0261392
nm0641169	Dustin O'Halloran	1971	\N	sound_department,composer,music_department	tt12976224,tt7983894,tt3502262,tt3741834
nm0641172	Jack O'Halloran	1943	\N	actor,producer,writer	tt0081573,tt0072973,tt0092925,tt0078346
nm0641244	David O'Hara	1965	\N	actor,producer	tt0112573,tt0407887,tt0409847,tt0483607
nm0641266	Jenny O'Hara	\N	\N	actress,director,soundtrack	tt1314655,tt0327056,tt1225822,tt0120524
nm0641314	Paige O'Hara	1956	\N	actress,soundtrack,archive_footage	tt0101414,tt5848272,tt0167038,tt0461770
nm0641354	Denis O'Hare	1962	\N	actor,writer,producer	tt0790636,tt1041829,tt0333766,tt2799166
nm0641389	Jim O'Heir	1962	\N	actor,soundtrack,archive_footage	tt4820418,tt1307068,tt6628394,tt1266020
nm0641397	Dan O'Herlihy	1919	2005	actor,art_department,archive_footage	tt0093870,tt0100502,tt0087597,tt0085636
nm0641398	Gavan O'Herlihy	1951	2021	actor,soundtrack,archive_footage	tt1073105,tt0096446,tt0086006,tt0086393
nm0641610	Matt O'Leary	1987	\N	actor,producer,sound_department	tt0264616,tt2669336,tt0337978,tt0287717
nm0641640	William O'Leary	1957	\N	actor	tt0094812,tt0102059
nm0641703	Bingo O'Malley	1933	2019	actor	tt1206543,tt0083767,tt1179891,tt0758752
nm0641729	J. Pat O'Malley	1904	1985	actor,soundtrack,archive_footage	tt0055254,tt0061852,tt0043274,tt0041094
nm0641747	Kerry O'Malley	1969	\N	actress,music_department,soundtrack	tt1136617,tt9054904,tt15250710,tt6156584
nm0641780	William O'Malley	1931	2023	actor,miscellaneous,soundtrack	tt0070047,tt0937375,tt10065936,tt0170980
nm0641816	Jason O'Mara	1972	\N	actor,writer,producer	tt1740299,tt2364582,tt3922798,tt1442462
nm0641870	Kevin O'Morrison	1916	2016	actor,writer	tt0108160,tt0095188,tt0039307,tt0110353
nm0641939	Ryan O'Neal	1941	2023	actor,producer,soundtrack	tt0066011,tt0070510,tt0069495,tt0072684
nm0641966	Barbara O'Neil	1910	1980	actress	tt0031381,tt0032194,tt0029608,tt0032049
nm0642091	Amy O'Neill	1971	\N	actress,producer,writer	tt0097523,tt0104437,tt14533100,tt0088634
nm0642145	Ed O'Neill	1946	\N	actor,soundtrack,archive_footage	tt0092400,tt2277860,tt1772341,tt0145681
nm0642259	Michael O'Neill	1951	\N	actor,archive_footage	tt0790636,tt0418279,tt0329575,tt0327137
nm0642324	Terry O'Neill	1948	\N	actor	tt0311429,tt0116136,tt0137494,tt0227984
nm0642368	Terry O'Quinn	1952	\N	actor,soundtrack,archive_footage	tt0411008,tt0094035,tt0102803,tt0096487
nm0642444	Genevieve O'Reilly	1977	\N	actress,archive_footage	tt5144174,tt9253284,tt3748528,tt3021686
nm0642522	Ed O'Ross	1949	\N	actor,producer,soundtrack	tt0095963,tt0099422,tt0093409,tt0105698
nm0642567	Mick O'Rourke	\N	\N	stunts,actor	tt0407887,tt0212985,tt0117438,tt3749900
nm0642601	Colleen O'Shaughnessey	\N	\N	actress,sound_department,miscellaneous	tt3794354,tt12412888,tt0366005,tt4307880
nm0642605	Fiona O'Shaughnessy	\N	\N	actress	tt2885628,tt9086228,tt2384811,tt0346491
nm0642949	Paul Oakenfold	1961	\N	music_department,composer,actor	tt0244244,tt0133152,tt0258463,tt0234215
nm0642969	Lee Oakes	1974	\N	actor	tt0116136,tt1289406,tt0116040,tt0466664
nm0642988	Jack Oakie	1903	1978	actor,soundtrack,archive_footage	tt0032553,tt0023225,tt0023302,tt0029845
nm0643000	Simon Oakland	1915	1983	actor,soundtrack,archive_footage	tt0054215,tt0055614,tt0062765,tt0069002
nm0643184	Shane Obedzinski	1982	\N	actor	tt0108037,tt0102492,tt0107529,tt0107108
nm0643211	Philip Ober	1902	1982	actor,archive_footage	tt0045793,tt0053125,tt0059221,tt0046808
nm0643740	Jesús Ochoa	1959	\N	actor,director,writer	tt0328107,tt0830515,tt1567609,tt0112969
nm0643754	Lupita Ochoa	\N	\N	actress	tt0117509,tt0310895,tt0390151,tt0214358
nm0643805	Uwe Ochsenknecht	1956	\N	actor,soundtrack,archive_footage	tt1885102
nm0643997	Fritz Odemar	1890	1955	actor,archive_footage	tt0022100,tt0027770,tt0020619,tt0026596
nm0644022	Bob Odenkirk	1962	\N	writer,actor,producer	tt7888964,tt3032476,tt0112084,tt1821549
nm0644203	Steve Oedekerk	1961	\N	writer,director,actor	tt0240468,tt0315327,tt0414853,tt0112281
nm0644406	Nick Offerman	1970	\N	actor,producer,music_department	tt8134186,tt9140632,tt13659418,tt12202120
nm0644521	Issei Ogata	1952	\N	actor,soundtrack,archive_footage	tt0490215,tt0244316,tt0439817,tt0420260
nm0644564	Shinji Ogawa	1941	2015	actor	tt0113568,tt2210717,tt0100339,tt1806294
nm0644695	George Ogilvie	1931	2020	director,actor,writer	tt0089530,tt0091948,tt0108709,tt3007512
nm0644707	Ian Ogilvy	1943	\N	actor,writer,make_up_department	tt0104070,tt0074006,tt0865559,tt0066585
nm0644897	Sandra Oh	1971	\N	actress,producer,writer	tt7016936,tt0375063,tt0413573,tt0328589
nm0644902	Soon-Tek Oh	1932	2018	actor,soundtrack,archive_footage	tt0120762,tt0118708,tt0071807,tt0080736
nm0644905	Oh Tae-kyung	1982	\N	actor	tt0364569,tt0107171,tt1606384,tt7243686
nm0645224	Yoshi Oida	1933	\N	actor,miscellaneous,director	tt0490215,tt0281364,tt0183869,tt0114134
nm0645327	Manuel Ojeda	1940	2022	actor	tt0088011,tt0459675,tt0079341,tt0114332
nm0645500	Akemi Okamura	1969	\N	actress,soundtrack,archive_sound	tt0388629,tt0104652,tt0255319,tt1159204
nm0645634	Tamio Ôki	1928	2017	actor,archive_sound	tt0113568,tt0347246,tt0272880,tt0098492
nm0645683	Sophie Okonedo	1968	\N	actress,soundtrack,archive_footage	tt0395169,tt0416212,tt0112281,tt0402022
nm0646021	Keith Olbermann	1959	\N	actor,writer,producer	tt0136668,tt0430833,tt3398228,tt0115101
nm0646037	Daniel Olbrychski	1945	\N	actor,assistant_director,archive_footage	tt0944835,tt0072021,tt0078875,tt0072446
nm0646351	Larisa Oleynik	1981	\N	actress,soundtrack,archive_footage	tt0147800,tt0108921,tt0115082,tt3612008
nm0646568	Karla Souza	1985	\N	actress,producer,archive_footage	tt13314558,tt22656762,tt3205802,tt5537228
nm0646768	Barret Oliver	1973	\N	actor,location_management,archive_footage	tt0088323,tt0088933,tt0088979,tt0087291
nm0646792	Christian Oliver	1972	2024	actor,producer,writer	tt0811080,tt0452624,tt9110170,tt1462764
nm0646874	Jason Oliver Lipsett	\N	\N	actor,archive_footage	tt0092005,tt0098663,tt0099277,tt0103158
nm0646983	Rochelle Oliver	1937	\N	actress	tt0105323,tt0278823,tt0088645,tt0054531
nm0647084	Robert Oliveri	1978	\N	actor	tt0097523,tt0104437,tt0099487,tt0094512
nm0647634	Elizabeth Olsen	1989	\N	actress,producer,soundtrack	tt1441326,tt9419884,tt5362988,tt4154756
nm0647638	Eric Christian Olsen	1977	\N	actor,producer,writer	tt0329028,tt1083456,tt0277371,tt0337921
nm0647698	Kaitlin Olson	1975	\N	actress,producer,writer	tt2277860,tt0472954,tt1524930,tt2404463
nm0647752	Moroni Olsen	1889	1954	actor,archive_footage,archive_sound	tt0037913,tt0038787,tt0042451,tt0027099
nm0647921	James Olson	1930	2022	actor,soundtrack,archive_footage	tt0066769,tt0088944,tt0083550,tt0082970
nm0647970	Nancy Olson	1928	\N	actress,soundtrack,archive_footage	tt0043014,tt0054195,tt0071110,tt0046333
nm0648153	Ty Olsson	1974	\N	actor,soundtrack,archive_footage	tt0290334,tt3450958,tt1318514,tt0296572
nm0648249	Timothy Olyphant	1968	\N	actor,producer,soundtrack	tt1489428,tt0139239,tt0971209,tt0455407
nm0648486	Timothy Omundson	1969	\N	actor,soundtrack,archive_footage	tt0317919,tt0120201,tt0491738,tt0209069
nm0648913	Lupe Ontiveros	1942	2012	actress,miscellaneous,producer	tt0119822,tt0120094,tt0200530,tt0296166
nm0648920	Michael Ontkean	1946	\N	actor,archive_footage	tt0076723,tt0098936,tt0081758,tt0409594
nm0649026	Ikue Ôtani	1965	\N	actress,soundtrack,archive_footage	tt0168366,tt3918368,tt0190641,tt1690470
nm0649046	Deobia Oparei	1971	\N	actor	tt1343727,tt0419706,tt0118929,tt0203009
nm0649068	Anne Openshaw	\N	\N	actress,miscellaneous	tt1601913,tt0272207,tt1765510,tt1959332
nm0649117	Niels Arden Oplev	1961	\N	director,producer,writer	tt1132620,tt0425235,tt9179230,tt2101341
